DrugBank ID,Name,Drug group,Pharmacological action?,Actions,Accession,Details,PUBCHEM ID
DB06929,1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,experimental,unknown,,P00734,Details,25113616
DB06936,N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide,experimental,unknown,,P00734,Details,25113617
DB06942,N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide,experimental,unknown,,P00734,Details,25113615
DB06947,1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide,experimental,unknown,,P00734,Details,25113128
DB06996,D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,experimental,unknown,,P00734,Details,25220914
DB07005,D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide,experimental,unknown,,P00734,Details,46937043
DB07016,"(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",experimental,unknown,,P00734,Details,52942975
DB07027,D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide,experimental,unknown,,P00734,Details,25011733
DB07083,beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide,experimental,unknown,,P00734,Details,25271577
DB07088,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,experimental,unknown,,P00734,Details,24963035
DB07091,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,experimental,unknown,,P00734,Details,24963036
DB07095,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,experimental,unknown,,P00734,Details,24963037
DB07105,2-[2-(4-Chloro-Phenylsulfanyl)-Acetylamino]-3-(4-Guanidino-Phenyl)-Propionamide,experimental,unknown,,P00734,Details,57484374
DB07120,"3-Carbamimidamido-1,1-diphenylurea",experimental,unknown,,P00734,Details,4073054
DB07128,"N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE",experimental,unknown,,P00734,Details,5287523
DB07131,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,experimental,unknown,,P00734,Details,25134248
DB07133,D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide,experimental,unknown,,P00734,Details,25021183
DB07143,D-phenylalanyl-N-benzyl-L-prolinamide,experimental,unknown,,P00734,Details,25113125
DB07165,N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE,experimental,unknown,,P00734,Details,46937056
DB07190,3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide,experimental,unknown,,P00734,Details,42615254
DB03159,CRA_8696,experimental,unknown,,P00734,Details,447476
DB07211,(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE,experimental,unknown,,P00734,Details,10095865
DB07277,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE,experimental,unknown,,P00734,Details,10343728
DB07278,GW-813893,experimental,unknown,,P00734,Details,9911502
DB07279,N-ETHYL-N-ISOPROPYL-3-METHYL-5-{[(2S)-2-(PYRIDIN-4-YLAMINO)PROPYL]OXY}BENZAMIDE,experimental,unknown,,P00734,Details,9820034
DB07353,"4-(2,5-DIAMINO-5-HYDROXY-PENTYL)-PHENOL",experimental,unknown,,P00734,Details,46937065
DB07366,2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER,experimental,unknown,,P00734,Details,444238
DB07376,5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID),experimental,unknown,,P00734,Details,1792
DB07400,1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE,experimental,unknown,,P00734,Details,444224
DB01767,Hemi-Babim,experimental,unknown,,P00734,Details,1282
DB07440,4-TERT-BUTYLBENZENESULFONIC ACID,experimental,unknown,,P00734,Details,324690
DB07461,"3-AMINO-3-BENZYL-9-CARBOXAMIDE[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",experimental,unknown,,P00734,Details,5287789
DB02287,2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine,experimental,unknown,,P00734,Details,1505
DB07508,4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE,experimental,unknown,,P00734,Details,446805
DB07515,"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",experimental,unknown,,P00734,Details,135908255
DB07521,"(3Z,6S)-6-Chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2R)-2-piperidinyl]ethyl}imino)-2-piperazinol",experimental,unknown,,P00734,Details,131704305
DB07522,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]NAPHTHALENE-2-SULFONAMIDE",experimental,unknown,,P00734,Details,9543486
DB07527,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE",experimental,unknown,,P00734,Details,9543487
DB07548,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-6-PYRIDINYL)METHYL]ACETAMIDE",experimental,unknown,,P00734,Details,447219
DB07549,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-3-METHYL-6-PYRIDINYL)METHYL]ACETAMIDE",experimental,unknown,,P00734,Details,6323250
DB07550,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE",experimental,unknown,,P00734,Details,656913
DB07639,3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER,experimental,unknown,,P00734,Details,75243795
DB07658,AC-(D)Phe-pro-borolys-OH,experimental,unknown,,P00734,Details,5288064
DB07659,AC-(D)PHE-PRO-BOROHOMOLYS-OH,experimental,unknown,,P00734,Details,5288066
DB07660,AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH,experimental,unknown,,P00734,Details,5288067
DB07665,"N-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide",experimental,unknown,,P00734,Details,9867609
DB07718,4-Hydroxyphenylpyruvic acid,experimental,unknown,,P00734,Details,979
DB03136,4-Iodobenzo[B]Thiophene-2-Carboxamidine,experimental,unknown,,P00734,Details,1746
DB07741,"4-(1R,3AS,4R,8AS,8BR)-[1-DIFLUOROMETHYL-2-(4-FLUOROBENZYL)-3-OXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZAMIDINE",experimental,unknown,,P00734,Details,46937090
DB07796,"(3ASR,4RS,8ASR,8BRS)-4-(2-(4-FLUOROBENZYL)-1,3-DIOXODEACAHYDROPYRROLO[3,4-A] PYRROLIZIN-4-YL)BENZAMIDINE",experimental,unknown,,P00734,Details,5288257
DB07809,4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE,experimental,unknown,,P00734,Details,17758361
DB07897,1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,experimental,unknown,,P00734,Details,4634038
DB07934,[[CYCLOHEXANESULFONYL-GLYCYL]-3[PYRIDIN-4-YL-AMINOMETHYL]ALANYL]PIPERIDINE,experimental,unknown,,P00734,Details,448953
DB07944,N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE,experimental,unknown,,P00734,Details,448955
DB07946,"N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",experimental,unknown,,P00734,Details,10114365
DB08061,4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE,experimental,unknown,,P00734,Details,449126
DB08062,"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",experimental,unknown,,P00734,Details,449127
DB08152,{(2S)-1-[N-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate,experimental,unknown,,P00734,Details,24754814
DB08187,N-Methylphenylalanyl-N-[(trans-4-aminocyclohexyl)methyl]-L-prolinamide,experimental,unknown,,P00734,Details,448763
DB01766,Beta-(2-Naphthyl)-Alanine,experimental,unknown,,P00734,Details,185915
DB08254,2-Naphthalenesulfonic acid,experimental,unknown,,P00734,Details,8420
DB08422,[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE,experimental,unknown,,P00734,Details,23586040
DB08546,"4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE",experimental,unknown,,P00734,Details,4369485
DB08624,"1-[(4S)-4-amino-5-(1,3-benzothiazol-2-yl)-5-oxopentyl]guanidine",experimental,unknown,,P00734,Details,46937165
DB12831,Gabexate,investigational,yes,inhibitor,P00734,Details,3447
DB12598,Nafamostat,investigational,yes,inhibitor,P00734,Details,4413
DB09130,Copper,"approved, investigational",unknown,,P00734,Details,23978
DB01593,Zinc,"approved, investigational",unknown,,P00734,Details,23994
DB12364,Betrixaban,"approved, investigational",yes,inhibitor,P00734,Details,10275777
DB09332,Kappadione,approved,unknown,agonist,P00734,Details,8555
DB14487,Zinc acetate,"approved, investigational",unknown,,P00734,Details,11192
DB01818,O3-Sulfonylgalactose,experimental,unknown,,P11226,Details,444635
DB01979,Methyl alpha-D-mannoside,experimental,unknown,,P11226,Details,101798
DB02837,4-(Hydrogen sulfate)-beta-D-galactopyranose,experimental,unknown,,P11226,Details,446807
DB03194,Methyl beta-L-fucopyranoside,experimental,unknown,,P11226,Details,7167925
DB03721,N-acetyl-alpha-neuraminic acid,experimental,unknown,,P11226,Details,444885
DB03879,alpha-L-methyl-fucose,experimental,unknown,,P11226,Details,446578
DB04426,Alpha-Methyl-N-Acetyl-D-Glucosamine,experimental,unknown,,P11226,Details,445750
DB00364,Sucralfate,approved,unknown,binderprotector,P02671,Details,121494085
DB06530,Resiquimod,investigational,unknown,,Q9NR97,Details,159603
DB00724,Imiquimod,"approved, investigational",unknown,agonist,Q9NR97,Details,57469
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,Q14164,Details,11671467
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,P19525,Details,11671467
DB00328,Indomethacin,"approved, investigational",unknown,inducer,P19525,Details,3715
DB02555,SP4160,experimental,unknown,,P60568,Details,656989
DB02581,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",experimental,unknown,,P60568,Details,5288251
DB03453,Methyl (2S)-2-[[2-[(3R)-1-carbamimidoylpiperidin-3-yl]acetyl]amino]-3-[4-(2-phenylethynyl)phenyl]propanoate,experimental,unknown,,P60568,Details,5288250
DB03957,SP2456,experimental,unknown,,P60568,Details,447945
DB04278,2-[2-(2-Cyclohexyl-2-guanidino-acetylamino)-acetylamino]-N-(3-mercapto-propyl)-propionamide,experimental,unknown,,P60568,Details,5496715
DB06083,Tapinarof,investigational,unknown,,P60568,Details,6439522
DB03372,"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One",experimental,unknown,,P60568,Details,447329
DB03455,(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid,experimental,unknown,,P60568,Details,447066
DB00852,Pseudoephedrine,approved,unknown,inhibitor,P60568,Details,7028
DB01327,Cefazolin,approved,unknown,inhibitor,P60568,Details,33255
DB00155,Citrulline,"investigational, nutraceutical",unknown,,P29474,Details,9750
DB00360,Sapropterin,"approved, investigational",yes,cofactor,P29474,Details,135398654
DB01821,"L-N(omega)-Nitroarginine-2,4-L-diaminobutyric amide",experimental,unknown,,P29474,Details,656910
DB01833,Canavanine,experimental,unknown,,P29474,Details,439202
DB01997,3-Bromo-7-Nitroindazole,experimental,unknown,,P29474,Details,1649
DB02027,N-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-N'-nitroguanidine,experimental,unknown,,P29474,Details,656911
DB02048,"1,2,4-Triazole-Carboxamidine",experimental,unknown,,P29474,Details,3387240
DB02077,L-N(omega)-nitroarginine-(4R)-amino-L-proline amide,experimental,unknown,,P29474,Details,656912
DB02207,7-Nitroindazole,experimental,unknown,,P29474,Details,1893
DB02234,S-Ethylisothiourea,experimental,unknown,,P29474,Details,5139
DB02335,2-Aminothiazoline,experimental,unknown,,P29474,Details,15689
DB02589,Se-Ethyl-Isoselenourea,experimental,unknown,,P29474,Details,449633
DB02979,"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane",experimental,unknown,,P29474,Details,11740154
DB02994,Cacodylic acid,experimental,unknown,,P29474,Details,2513
DB03100,6-Nitroindazole,experimental,unknown,,P29474,Details,24239
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,experimental,unknown,,P29474,Details,123895
DB03305,N(G)-Iminoethylornithine,experimental,unknown,,P29474,Details,107984
DB03332,"5,6-Cyclic-Tetrahydropteridine",experimental,unknown,,P29474,Details,135509077
DB03918,"6S-5,6,7,8-Tetrahydrobiopterin",experimental,unknown,,P29474,Details,135509079
DB03963,S-(Dimethylarsenic)Cysteine,experimental,unknown,,P29474,Details,17753880
DB03974,L-homoarginine,experimental,unknown,,P29474,Details,9085
DB04018,S-Isopropyl-Isothiourea,experimental,unknown,,P29474,Details,445319
DB04223,Nitroarginine,"experimental, investigational",unknown,,P29474,Details,440005
DB04534,5-Nitroindazole,experimental,unknown,,P29474,Details,21501
DB00125,Arginine,"investigational, nutraceutical",unknown,,P29474,Details,6322
DB01686,"N,N-dimethylarginine",experimental,unknown,,P29474,Details,123831
DB02044,N-[3-(aminomethyl)benzyl]acetamidine,experimental,unknown,,P29474,Details,1433
DB07001,"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine",experimental,unknown,,P29474,Details,24941263
DB03910,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",experimental,unknown,,P29474,Details,1331
DB02141,"S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",experimental,unknown,,P29474,Details,1337
DB03065,7-Nitroindazole-2-Carboxamidine,experimental,unknown,,P29474,Details,1894
DB07244,"5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE",experimental,unknown,,P29474,Details,6914633
DB02911,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",experimental,unknown,,P29474,Details,445109
DB07388,ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,experimental,unknown,,P29474,Details,11149707
DB08018,"N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE",experimental,unknown,,P29474,Details,24798097
DB08019,"N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine",experimental,unknown,,P29474,Details,25021186
DB04559,N-(Chlorophenyl)-N'-hydroxyguanidine,experimental,unknown,,P29474,Details,181426
DB03707,S-Ethyl-N-Phenyl-Isothiourea,experimental,unknown,,P29474,Details,347590
DB01110,Miconazole,"approved, investigational, vet_approved",unknown,inhibitor,P29474,Details,4189
DB00997,Doxorubicin,"approved, investigational",unknown,substrate,P29474,Details,31703
DB09237,Levamlodipine,"approved, investigational",unknown,agonist,P29474,Details,9822750
DB09237,Levamlodipine,"approved, investigational",unknown,inducer,P29474,Details,9822750
DB06154,Pentaerythritol tetranitrate,approved,yes,inducer,P29474,Details,6518
DB00266,Dicoumarol,approved,yes,inhibitor,Q9BQB6,Details,54676038
DB00498,Phenindione,"approved, investigational",yes,inhibitor,Q9BQB6,Details,4760
DB00682,Warfarin,approved,yes,inhibitor,Q9BQB6,Details,54678486
DB00946,Phenprocoumon,"approved, investigational",yes,inhibitor,Q9BQB6,Details,54680692
DB00170,Menadione,"approved, nutraceutical",yes,cofactor,Q9BQB6,Details,4055
DB01418,Acenocoumarol,"approved, investigational",yes,inhibitor,Q9BQB6,Details,54676537
DB09332,Kappadione,approved,unknown,substrate,Q9BQB6,Details,8555
DB01022,Phylloquinone,"approved, investigational",unknown,substrateproduct of,Q9BQB6,Details,5284607
DB01593,Zinc,"approved, investigational",unknown,,O14791,Details,23994
DB14487,Zinc acetate,"approved, investigational",unknown,,O14791,Details,11192
DB14533,Zinc chloride,"approved, investigational",unknown,inhibitor,O14791,Details,3007855
DB01069,Promethazine,"approved, investigational",unknown,inhibitor,Q15391,Details,4927
DB11886,Infigratinib,"approved, investigational",no,binder,P08519,Details,53235510
DB01631,Methyl nonanoate,experimental,unknown,,P80188,Details,15606
DB01672,"2,3-Dihydroxy-Benzoic Acid",experimental,unknown,,P80188,Details,19
DB01926,Carboxymycobactin S,experimental,unknown,,P80188,Details,135678101
DB02710,"2,3,-Dihydroxybenzoylserine",experimental,unknown,,P80188,Details,151483
DB04043,Carboxymycobactin T,experimental,unknown,,P80188,Details,46936871
DB04476,"Trencam-3,2-Hopo",experimental,unknown,,P80188,Details,449146
DB00328,Indomethacin,"approved, investigational",unknown,other/unknown,Q9Y5Y4,Details,3715
DB00605,Sulindac,"approved, investigational",unknown,antagonist,Q9Y5Y4,Details,1548887
DB04828,Zomepirac,withdrawn,unknown,,Q9Y5Y4,Details,5733
DB02056,Prostaglandin D2,investigational,unknown,,Q9Y5Y4,Details,448457
DB13036,Ramatroban,investigational,unknown,,Q9Y5Y4,Details,123879
DB01088,Iloprost,"approved, investigational",unknown,agonist,Q9Y5Y4,Details,5311181
DB00770,Alprostadil,"approved, investigational",unknown,agonist,Q9Y5Y4,Details,5280723
DB00917,Dinoprostone,approved,unknown,agonist,Q9Y5Y4,Details,5280360
DB12789,Dinoprost,"approved, investigational",unknown,agonist,Q9Y5Y4,Details,5280363
DB01863,"Inositol 1,3,4,5-Tetrakisphosphate",experimental,unknown,,Q06187,Details,107758
DB09053,Ibrutinib,approved,yes,inhibitor,Q06187,Details,24821094
DB01254,Dasatinib,"approved, investigational",unknown,,Q06187,Details,3062316
DB11703,Acalabrutinib,"approved, investigational",yes,inhibitor,Q06187,Details,71226662
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,Q06187,Details,11671467
DB15035,Zanubrutinib,"approved, investigational",yes,inhibitor,Q06187,Details,135565884
DB15327,Abivertinib,investigational,yes,inhibitor,Q06187,Details,72734520
DB02010,Staurosporine,experimental,unknown,,Q08881,Details,44259
DB06589,Pazopanib,approved,unknown,inhibitor,Q08881,Details,10113978
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,Q08881,Details,11671467
DB15035,Zanubrutinib,"approved, investigational",unknown,inhibitor,Q08881,Details,135565884
DB01213,Fomepizole,"approved, vet_approved",yes,inhibitor,P04040,Details,3406
DB09116,Calcium carbimide,"approved, withdrawn",no,substrate,P04040,Details,56955933
DB11091,Hydrogen peroxide,"approved, vet_approved",unknown,substrate,P04040,Details,784
DB09061,Cannabidiol,"approved, investigational",unknown,inhibitor,P04040,Details,644019
DB14011,Nabiximols,investigational,unknown,inhibitor,P04040,Details,9852188
DB09096,Benzoyl peroxide,approved,unknown,substrate,P04040,Details,7187
DB09096,Benzoyl peroxide,approved,unknown,inhibitor,P04040,Details,7187
DB01593,Zinc,"approved, investigational",unknown,,P46663,Details,23994
DB09477,Enalaprilat,approved,unknown,,P46663,Details,5462501
DB01197,Captopril,approved,unknown,,P46663,Details,44093
DB00178,Ramipril,approved,unknown,,P46663,Details,5362129
DB14487,Zinc acetate,"approved, investigational",unknown,,P46663,Details,11192
DB14533,Zinc chloride,"approved, investigational",unknown,agonist,P46663,Details,3007855
DB00630,Alendronic acid,approved,unknown,inhibitor,Q13332,Details,2088
DB01077,Etidronic acid,approved,unknown,inhibitor,Q13332,Details,3305
DB00716,Nedocromil,"approved, investigational",unknown,antagonist,P21462,Details,50294
DB00852,Pseudoephedrine,approved,unknown,inhibitor,P18848,Details,7028
DB05961,PPL-100,investigational,unknown,,P05155,Details,513956
DB09130,Copper,"approved, investigational",unknown,,P05155,Details,23978
DB01065,Melatonin,"approved, nutraceutical, vet_approved",unknown,substrate,P14902,Details,896
DB00150,Tryptophan,"approved, nutraceutical, withdrawn",unknown,substrate,P14902,Details,6305
DB00435,Nitric Oxide,approved,unknown,,P14902,Details,145068
DB09061,Cannabidiol,"approved, investigational",unknown,inhibitor,P14902,Details,644019
DB14011,Nabiximols,investigational,unknown,inhibitor,P14902,Details,9852188
DB09096,Benzoyl peroxide,approved,unknown,inhibitor,P08294,Details,7187
DB00945,Acetylsalicylic acid,"approved, vet_approved",unknown,,P28482,Details,2244
DB00945,Acetylsalicylic acid,"approved, vet_approved",unknown,,P27361,Details,2244
